1,Toshiba Medical Information Systems Corporation,\,"300,000,000",0,0,0,"300,000,000"
2,Fujitsu Systems West Limited,\,"240,000,000",0,0,0,"240,000,000"
3,"Kyocera Maruzen Systems Integration Co., Ltd.",\,"120,000,000",0,0,0,"120,000,000"
4,"TSUZUKI DENKI CO., LTD.",\,"120,000,000",0,0,0,"120,000,000"
5,Paltac Corporation,\,"120,000,000",0,0,0,"120,000,000"
6,NTT Group,\,"100,000,000",0,0,0,"100,000,000"
7,"Core Create System Co., Ltd.",\,"100,000,000",0,0,0,"100,000,000"
8,"datacube Co., Ltd.",\,"80,000,000",0,0,0,"80,000,000"
9,Hewlett-Packard Japan Ltd.,\,"60,000,000",0,0,0,"60,000,000"
10,"AEON Integrated Business Service Co., Ltd.",\,"60,000,000",0,0,0,"60,000,000"
11,"SEIREN Co., Ltd.",\,"60,000,000",0,0,0,"60,000,000"
12,"Murata Machinery,Ltd.",\,"60,000,000",0,0,0,"60,000,000"
13,Meiden System Solutions Corporation,\,"40,000,000",0,0,0,"40,000,000"
14,Cosmotec Patent Information Systems Inc.,\,"40,000,000",0,0,0,"40,000,000"
15,"PROAS Co., Ltd.",\,"40,000,000",0,0,0,"40,000,000"
16,QUICK Corp.,\,"40,000,000",0,0,0,"40,000,000"
17,"N-System Co., Ltd.",\,"40,000,000",0,0,0,"40,000,000"
18,"Medical Information System Co., Ltd.",\,"40,000,000",0,0,0,"40,000,000"
19,"Japan DynaSystems, Inc.",\,"40,000,000",0,0,0,"40,000,000"
20,NTT DATA TOKAI CORPORATION,\,"40,000,000",0,0,0,"40,000,000"
21,TMR Systems Inc.,\,"10,000,000",0,0,0,"10,000,000"
22,"Mitsui Zosen Systems Research, Inc.",\,"10,000,000",0,0,0,"10,000,000"
23,Nomura Data Systems Inc.,\,"10,000,000",0,0,0,"10,000,000"
24,Yamani System Service Corporation,\,"10,000,000",0,0,0,"10,000,000"
25,NANO Medical Corporation,\,"10,000,000",0,0,0,"10,000,000"
26,"UL Systems, Inc.",\,"5,000,000",0,0,0,"5,000,000"
27,"MAPSYSTEM Co., Ltd",\,"5,000,000",0,0,0,"5,000,000"
28,MEDICEO CORPORATION,\,"5,000,000",0,0,0,"5,000,000"
29,NETMARKS INC.,\,"5,000,000",0,0,0,"5,000,000"
30,"Macros Japan, Inc.",\,"5,000,000",0,0,0,"5,000,000"
31,"Systemgiken Co., Ltd.",\,"5,000,000",0,0,0,"5,000,000"
32,"Medical Engineering Institute, Inc.",\,"5,000,000",0,0,0,"5,000,000"
33,"ZECT, Inc.",\,"5,000,000",0,0,0,"5,000,000"
34,"Digital Office.Co., Ltd.",\,"5,000,000",0,0,0,"5,000,000"
35,"IC-Solutions.Co.,Ltd",\,"5,000,000",0,0,0,"5,000,000"
36,AGREX INC.,\,"5,000,000",0,0,0,"5,000,000"
37,Canon Argus Logic Inc.,\,"2,000,000",0,0,0,"2,000,000"
38,Soka University,\,"2,000,000",0,0,0,"2,000,000"
39,"ADWIC Co., Ltd.",\,"2,000,000",0,0,0,"2,000,000"
40,"Medical Data Vision Co., Ltd.",\,"2,000,000",0,0,0,"2,000,000"
41,Environmental Research Inst. Inc.,\,"2,000,000",0,0,0,"2,000,000"
42,Inter Software Inc.,\,"2,000,000",0,0,0,"2,000,000"
43,Fujitsu Social Science Laboratory Ltd.,\,"2,000,000",0,0,0,"2,000,000"
44,"NST Globalist, Inc.",\,"2,000,000",0,0,0,"2,000,000"
45,Big Valley International Inc.,\,"2,000,000",0,0,0,"2,000,000"
46,"Nippon Software Service CO., LTD.",\,"2,000,000",0,0,0,"2,000,000"
47,Japan Association of Medical Informatics,\,"1,000,000",0,0,0,"1,000,000"
48,M-tone,\,"1,000,000",0,0,0,"1,000,000"
49,transcosmos inc.,\,"1,000,000",0,0,0,"1,000,000"
50,PSP Corporation,\,"1,000,000",0,0,0,"1,000,000"
