1,Hewlett-Packard Japan Ltd.,"200,000,000",0,0,0,0,"200,000,000"
2,Toshiba Sumiden Medical Information Systems Corporation,"200,000,000",0,0,0,0,"200,000,000"
3,Paltac Corporation,"120,000,000",0,0,0,0,"120,000,000"
4,"Kyocera Maruzen Systems Integration Co., Ltd.","100,000,000",0,0,0,0,"100,000,000"
5,NTT DATA GROUP,"100,000,000",0,0,0,0,"100,000,000"
6,"Tsuzuki Densan Co., Ltd.","80,000,000",0,0,0,0,"80,000,000"
7,Computer Brains Inc.,"60,000,000",0,0,0,0,"60,000,000"
8,"Murata Machinery,Ltd.","60,000,000",0,0,0,0,"60,000,000"
9,"AEON Integrated Business Service Co., Ltd.","60,000,000",0,0,0,0,"60,000,000"
10,QUICK Corp.,"40,000,000",0,0,0,0,"40,000,000"
11,"datacube Co., Ltd.","40,000,000",0,0,0,0,"40,000,000"
12,"Japan DynaSystems, Inc.","40,000,000",0,0,0,0,"40,000,000"
13,Nomura Data Systems Inc.,"40,000,000",0,0,0,0,"40,000,000"
14,"Mitsui Zosen Systems Research, Inc.","40,000,000",0,0,0,0,"40,000,000"
15,Meiden Software Corporation,"20,000,000",0,0,0,0,"20,000,000"
16,"EC-One, Inc.","20,000,000",0,0,0,0,"20,000,000"
17,NETMARKS INC.,"20,000,000",0,0,0,0,"20,000,000"
18,"N-System Co., Ltd.","20,000,000",0,0,0,0,"20,000,000"
19,"Core Create System Co., Ltd.","20,000,000",0,0,0,0,"20,000,000"
20,KYUSHU UNIVERSITY,"20,000,000",0,0,0,0,"20,000,000"
21,"Seiren System Service Co., Ltd.","10,000,000",0,0,0,0,"10,000,000"
22,"Medical Information System Co., Ltd.","10,000,000",0,0,0,0,"10,000,000"
23,"Medical Engineering Institute, Inc.","5,000,000",0,0,0,0,"5,000,000"
24,TMR Systems Inc.,"5,000,000",0,0,0,0,"5,000,000"
25,"ADWIC Co., Ltd.","5,000,000",0,0,0,0,"5,000,000"
26,NANO Medical Corporation,"5,000,000",0,0,0,0,"5,000,000"
27,Tomis Systems K.K.,"5,000,000",0,0,0,0,"5,000,000"
28,NTT DATA TOKAI CORPORATION,"5,000,000",0,0,0,0,"5,000,000"
29,Cosmotec Patent Information Systems Inc.,"5,000,000",0,0,0,0,"5,000,000"
30,"Computer Applicationware Laboratory Co., Ltd.","5,000,000",0,0,0,0,"5,000,000"
31,Fixstars Corporation,"5,000,000",0,0,0,0,"5,000,000"
32,"Systemgiken Co., Ltd.","5,000,000",0,0,0,0,"5,000,000"
33,"MAPSYSTEM Co., Ltd","2,000,000",0,0,0,0,"2,000,000"
34,"Digital Office.Co., Ltd.","2,000,000",0,0,0,0,"2,000,000"
35,transcosmos inc.,"2,000,000",0,0,0,0,"2,000,000"
36,"Macros Japan, Inc.","2,000,000",0,0,0,0,"2,000,000"
37,"Nippon Software Service CO., LTD.","2,000,000",0,0,0,0,"2,000,000"
38,Soka University,"2,000,000",0,0,0,0,"2,000,000"
39,Environmental Research Inst. Inc.,"2,000,000",0,0,0,0,"2,000,000"
40,Fujitsu Social Science Laboratory Ltd.,"2,000,000",0,0,0,0,"2,000,000"
41,NewLib. Co.,"1,000,000",0,0,0,0,"1,000,000"
42,CKS,"1,000,000",0,0,0,0,"1,000,000"
43,NTT BizLink Corporation,"1,000,000",0,0,0,0,"1,000,000"
44,"NST Globalist, Inc.","1,000,000",0,0,0,0,"1,000,000"
45,Big Valley International Inc.,"1,000,000",0,0,0,0,"1,000,000"
46,CME,"1,000,000",0,0,0,0,"1,000,000"
47,Japan Association of Medical Informatics,"1,000,000",0,0,0,0,"1,000,000"
48,MVB,"1,000,000",0,0,0,0,"1,000,000"
