1,NTT Data Group,"400,000,000",0,0,0,"400,000,000"
2,TOSHIBA MEDICAL SYSTEMS CORPORATION,"320,000,000",0,0,0,"320,000,000"
3,"Kyocera Maruzen Systems Integration Co., Ltd.","160,000,000",0,0,0,"160,000,000"
4,"TSUZUKI DENKI CO., LTD.","120,000,000",0,0,0,"120,000,000"
5,"SEIREN Co., Ltd.","80,000,000",0,0,0,"80,000,000"
6,Paltac Corporation,"80,000,000",0,0,0,"80,000,000"
7,"Core Create System Co., Ltd.","60,000,000",0,0,0,"60,000,000"
8,MEDICEO CORPORATION,"60,000,000",0,0,0,"60,000,000"
9,Hewlett-Packard Japan Ltd.,"60,000,000",0,0,0,"60,000,000"
10,"AEON Integrated Business Service Co., Ltd.","60,000,000",0,0,0,"60,000,000"
11,"datacube Co., Ltd.","40,000,000",0,0,0,"40,000,000"
12,Nomura Data Systems Inc.,"40,000,000",0,0,0,"40,000,000"
13,Meiden System Solutions Corporation,"40,000,000",0,0,0,"40,000,000"
14,"Murata Machinery,Ltd.","20,000,000",0,0,0,"20,000,000"
15,"PROAS Co., Ltd.","20,000,000",0,0,0,"20,000,000"
16,"Medical Information System Co., Ltd.","20,000,000",0,0,0,"20,000,000"
17,INTEC Inc.,"20,000,000",0,0,0,"20,000,000"
18,Yamani System Service Corporation,"20,000,000",0,0,0,"20,000,000"
19,"Mitsui Zosen Systems Research, Inc.","20,000,000",0,0,0,"20,000,000"
20,TMR Systems Inc.,"20,000,000",0,0,0,"20,000,000"
21,QUICK Corp.,"10,000,000",0,0,0,"10,000,000"
22,"DAN-TEC CO., LTD.","10,000,000",0,0,0,"10,000,000"
23,Cosmotec Patent Information Systems Inc.,"10,000,000",0,0,0,"10,000,000"
24,"UL Systems, Inc.","5,000,000",0,0,0,"5,000,000"
25,"Mediplus Co., Ltd.","5,000,000",0,0,0,"5,000,000"
26,"Macros Japan, Inc.","5,000,000",0,0,0,"5,000,000"
27,"Medical Engineering Institute, Inc.","5,000,000",0,0,0,"5,000,000"
28,"N-System Co., Ltd.","5,000,000",0,0,0,"5,000,000"
29,"MAPSYSTEM Co., Ltd","5,000,000",0,0,0,"5,000,000"
30,NANO Medical Corporation,"5,000,000",0,0,0,"5,000,000"
31,"Japan DynaSystems, Inc.","5,000,000",0,0,0,"5,000,000"
32,transcosmos inc.,"5,000,000",0,0,0,"5,000,000"
33,Inter Software Inc.,"5,000,000",0,0,0,"5,000,000"
34,"NST Globalist, Inc.","5,000,000",0,0,0,"5,000,000"
35,NTT DATA TOKAI CORPORATION,"5,000,000",0,0,0,"5,000,000"
36,Canon Argus Logic Inc.,"2,000,000",0,0,0,"2,000,000"
37,Soka University,"2,000,000",0,0,0,"2,000,000"
38,"Digital Office.Co., Ltd.","2,000,000",0,0,0,"2,000,000"
39,"Systemgiken Co., Ltd.","2,000,000",0,0,0,"2,000,000"
40,Fujitsu Social Science Laboratory Ltd.,"2,000,000",0,0,0,"2,000,000"
41,"Nippon Software Service CO., LTD.","2,000,000",0,0,0,"2,000,000"
