1,NTT Data Group,"300,000,000",0,0,0,0,"300,000,000"
2,"Kyocera Maruzen Systems Integration Co., Ltd.","140,000,000",0,0,0,0,"140,000,000"
3,Paltac Corporation,"120,000,000",0,0,0,0,"120,000,000"
4,Hewlett-Packard Japan Ltd.,"100,000,000",0,0,0,0,"100,000,000"
5,Toshiba Sumiden Medical Information Systems Corporation,"100,000,000",0,0,0,0,"100,000,000"
6,"Seiren System Service Co., Ltd.","60,000,000",0,0,0,0,"60,000,000"
7,"Murata Machinery,Ltd.","40,000,000",0,0,0,0,"40,000,000"
8,"Tsuzuki Densan Co., Ltd.","40,000,000",0,0,0,0,"40,000,000"
9,"Japan DynaSystems, Inc.","20,000,000",0,0,0,0,"20,000,000"
10,"datacube Co., Ltd.","20,000,000",0,0,0,0,"20,000,000"
11,Meiden Software Corporation,"20,000,000",0,0,0,0,"20,000,000"
12,NETMARKS INC.,"20,000,000",0,0,0,0,"20,000,000"
13,Nomura Data Systems Inc.,"20,000,000",0,0,0,0,"20,000,000"
14,"NST Globalist, Inc.","20,000,000",0,0,0,0,"20,000,000"
15,"Mitsui Zosen Systems Research, Inc.","20,000,000",0,0,0,0,"20,000,000"
16,Cosmotec Patent Information Systems Inc.,"20,000,000",0,0,0,0,"20,000,000"
17,ITOCHU Techno-Solutions Corporation,"10,000,000",0,0,0,0,"10,000,000"
18,Soka University,"10,000,000",0,0,0,0,"10,000,000"
19,"Core Create System Co., Ltd.","10,000,000",0,0,0,0,"10,000,000"
20,Tomis Systems K.K.,"10,000,000",0,0,0,0,"10,000,000"
21,QUICK Corp.,"5,000,000",0,0,0,0,"5,000,000"
22,Computer Brains Inc.,"5,000,000",0,0,0,0,"5,000,000"
23,TMR Systems Inc.,"5,000,000",0,0,0,0,"5,000,000"
24,NTT Bizlink,"5,000,000",0,0,0,0,"5,000,000"
25,"Medical Information Co., Ltd.","5,000,000",0,0,0,0,"5,000,000"
26,"Medical Information System Co., Ltd.","5,000,000",0,0,0,0,"5,000,000"
27,Fujitsu Social Science Laboratory Ltd.,"5,000,000",0,0,0,0,"5,000,000"
28,"Nippon Software Service CO., LTD.","5,000,000",0,0,0,0,"5,000,000"
29,"EC-One, Inc.","5,000,000",0,0,0,0,"5,000,000"
30,"AEON Integrated Business Service Co., Ltd.","5,000,000",0,0,0,0,"5,000,000"
31,"Chori Co., LTD.","5,000,000",0,0,0,0,"5,000,000"
32,Environmental Research Inst. Inc.,"5,000,000",0,0,0,0,"5,000,000"
33,NTT DATA TOKAI CORPORATION,"5,000,000",0,0,0,0,"5,000,000"
34,"VENDOR SERVICE CO., LTD.","5,000,000",0,0,0,0,"5,000,000"
35,"ARC International Co, Ltd.","5,000,000",0,0,0,0,"5,000,000"
36,"Medical Data Vision Co., Ltd.","5,000,000",0,0,0,0,"5,000,000"
37,"MAPSYSTEM Co., Ltd","5,000,000",0,0,0,0,"5,000,000"
38,Rikei Corporation,"5,000,000",0,0,0,0,"5,000,000"
39,System Dynamics Inc.,"1,000,000",0,0,0,0,"1,000,000"
