1,"Kyocera Maruzen Systems Integration Co., Ltd.","200,000,000",0,0,0,0,0,"200,000,000"
2,Hewlett-Packard Japan Ltd.,"10,000,000",0,0,0,0,0,"10,000,000"
3,"Japan DynaSystems, Inc.","80,000,000",0,0,0,0,0,"80,000,000"
4,Toshiba Sumiden Medical Information Systems Corporation,"100,000,000",0,0,0,0,0,"100,000,000"
5,Paltac Corporation,"80,000,000",0,0,0,0,0,"80,000,000"
6,"Murata Machinery,Ltd.","40,000,000",0,0,0,0,0,"40,000,000"
7,"Mitsui Zosen Systems Research, Inc.","30,000,000",0,0,0,0,0,"30,000,000"
8,Computer Brains Inc.,"30,000,000",0,0,0,0,0,"30,000,000"
9,"Seiren System Service Co., Ltd.","20,000,000",0,0,0,0,0,"20,000,000"
10,Cosmotec Patent Information Systems Inc.,"20,000,000",0,0,0,0,0,"20,000,000"
11,TMR Systems Inc.,"16,000,000",0,0,0,0,0,"16,000,000"
12,"Medical Information Co., Ltd.","18,000,000",0,0,0,0,0,"18,000,000"
13,Meiden Software Corporation,"8,000,000",0,0,0,0,0,"8,000,000"
14,"Tsuzuki Densan Co., Ltd.","8,000,000",0,0,0,0,0,"8,000,000"
15,Tomis Systems K.K.,"10,000,000",0,0,0,0,0,"10,000,000"
16,"VENDOR SERVICE CO., LTD.","8,000,000",0,0,0,0,0,"8,000,000"
17,"datacube Co., Ltd.","8,000,000",0,0,0,0,0,"8,000,000"
18,"Potato Software, Inc.","6,000,000",0,0,0,0,0,"6,000,000"
19,"NST Globalist, Inc.","6,000,000",0,0,0,0,0,"6,000,000"
20,"Computer Applicationware Laboratory Co., Ltd.","8,000,000",0,0,0,0,0,"8,000,000"
21,ITOCHU Techno-Solutions Corporation,"2,000,000",0,0,0,0,0,"2,000,000"
22,NETMARKS INC.,"2,000,000",0,0,0,0,0,"2,000,000"
23,"Nihon Soft Technology Co., Ltd.","2,000,000",0,0,0,0,0,"2,000,000"
24,"NEC Soft, Ltd.","2,000,000",0,0,0,0,0,"2,000,000"
25,"Nippon Software Service CO., LTD.","1,000,000",0,0,0,0,0,"1,000,000"
26,CAI SYSTEM Corporation,"1,000,000",0,0,0,0,0,"1,000,000"
27,"Medical Data Vision Co., Ltd.","1,000,000",0,0,0,0,0,"1,000,000"
28,Planet Corp.,"1,000,000",0,0,0,0,0,"1,000,000"
29,NTT Data Corporation,"1,000,000",0,0,0,0,0,"1,000,000"
30,SUN SYSTEM Corporation,"500,000",0,0,0,0,0,"500,000"
31,NTT DATA TOKAI CORPORATION,"1,000,000",0,0,0,0,0,"1,000,000"
32,"TKU CO., LTD.","1,000,000",0,0,0,0,0,"1,000,000"
33,"Nittsu Information Systems Co., Ltd.","1,000,000",0,0,0,0,0,"1,000,000"
34,"MAPSYSTEM Co., Ltd","1,000,000",0,0,0,0,0,"1,000,000"
35,Environmental Research Inst. Inc.,"1,000,000",0,0,0,0,0,"1,000,000"
36,"Furuno Electric Co., Ltd.","1,000,000",0,0,0,0,0,"1,000,000"
37,"Nippon Express Co., Ltd.","1,000,000",0,0,0,0,0,"1,000,000"
38,transcosmos inc.,"1,000,000",0,0,0,0,0,"1,000,000"
39,ATMC Inc.,"1,000,000",0,0,0,0,0,"1,000,000"
40,"Laurel Intelligent Systems Co., Ltd.","1,000,000",0,0,0,0,0,"1,000,000"
41,NewLib. Co.,"1,000,000",0,0,0,0,0,"1,000,000"
42,QUICK Corp.,"1,000,000",0,0,0,0,0,"1,000,000"
43,Fujitsu Social Science Laboratory Ltd.,"1,000,000",0,0,0,0,0,"1,000,000"
44,"Technical Software Consultant, INC.","500,000",0,0,0,0,0,"500,000"
45,"Roops, Inc.","500,000",0,0,0,0,0,"500,000"
46,"Techno System Co., Ltd.","500,000",0,0,0,0,0,"500,000"
47,"Nittsu Shoji Co., Ltd.","500,000",0,0,0,0,0,"500,000"
48,T&S Research Inc.,"500,000",0,0,0,0,0,"500,000"
49,Bell Capsule Takasaki,"500,000",0,0,0,0,0,"500,000"
50,Nihon Kohden Corp.,"500,000",0,0,0,0,0,"500,000"
51,"Sumitomo Electric System Solutions Co., Ltd.","500,000",0,0,0,0,0,"500,000"
52,"Sanyodo Books Co., Ltd.","500,000",0,0,0,0,0,"500,000"
53,JAVAONE Corporation,"500,000",0,0,0,0,0,"500,000"
54,M-tone,"500,000",0,0,0,0,0,"500,000"
55,"Core Create System Co., Ltd.","500,000",0,0,0,0,0,"500,000"
56,System Dynamics Inc.,"500,000",0,0,0,0,0,"500,000"
57,"Century Leasing System Co., Ltd.","500,000",0,0,0,0,0,"500,000"
58,Gallop,"500,000",0,0,0,0,0,"500,000"
59,"Infolerk co., ltd.","500,000",0,0,0,0,0,"500,000"
60,Optimum Technology Corporation,"500,000",0,0,0,0,0,"500,000"
61,Techno Management Solutions Ltd.,"500,000",0,0,0,0,0,"500,000"
62,Nomura Data Systems Inc.,"500,000",0,0,0,0,0,"500,000"
63,NTT DATA SEKISUI SYSTEMS CORPORATION,"500,000",0,0,0,0,0,"500,000"
64,"Maruzen Co., Ltd.","500,000",0,0,0,0,0,"500,000"
65,"HONDA R&D Co., Ltd. - Wako R&D Center","500,000",0,0,0,0,0,"500,000"
66,Inter Software Inc.,"500,000",0,0,0,0,0,"500,000"
67,"Japan Aviation Electronics Industry, Ltd.","500,000",0,0,0,0,0,"500,000"
68,"Ryobi Systems Co., Ltd.","500,000",0,0,0,0,0,"500,000"
69,Shimizu Syntec Corporation,"500,000",0,0,0,0,0,"500,000"
70,SET Software Corporation,"500,000",0,0,0,0,0,"500,000"
71,"KISSEI COMTEC CO., LTD.","500,000",0,0,0,0,0,"500,000"
72,Buddy Communications K.K.,"100,000",0,0,0,0,0,"100,000"
73,Nippon Computer Systems Corp.,"100,000",0,0,0,0,0,"100,000"
74,Intel K.K.,"100,000",0,0,0,0,0,"100,000"
75,Item Inc.,"100,000",0,0,0,0,0,"100,000"
76,Japan Systems Create Co.,"100,000",0,0,0,0,0,"100,000"
77,"Mizuho Securities Co., Ltd.","100,000",0,0,0,0,0,"100,000"
78,NEC Aerospace Systems Ltd.,"100,000",0,0,0,0,0,"100,000"
79,"Nippon Truck Co., Ltd.","100,000",0,0,0,0,0,"100,000"
80,Hitachi System & Service,"100,000",0,0,0,0,0,"100,000"
81,"Systemgiken Co., Ltd.","100,000",0,0,0,0,0,"100,000"
82,Torem Corporation,"100,000",0,0,0,0,0,"100,000"
83,"Plus-A Co., Ltd","100,000",0,0,0,0,0,"100,000"
84,"Van Data System Co., Ltd.","100,000",0,0,0,0,0,"100,000"
85,Japan Association of Medical Infomatics,"100,000",0,0,0,0,0,"100,000"
86,Hitachi - Kawasaki,"100,000",0,0,0,0,0,"100,000"
87,Seafic Software Corporation,"100,000",0,0,0,0,0,"100,000"
88,Keio University Media Center Head Office,"100,000",0,0,0,0,0,"100,000"
89,"UKnet, Inc.","100,000",0,0,0,0,0,"100,000"
90,"Knowledge Works, Inc.","100,000",0,0,0,0,0,"100,000"
91,Alto Academy Inc.,"100,000",0,0,0,0,0,"100,000"
92,TSR,"100,000",0,0,0,0,0,"100,000"
